"Data Source","World Development Indicators",

"Last Updated Date","2020-09-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Austria","AUT","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","2","1.60000002384186","0.899999976158142","0.699999988079071","0.600000023841858","0.800000011920929","1.5","1.60000002384186","1.39999997615814","1.70000004768372","1.70000004768372","1.60000002384186","1.8400000333786","2.76999998092651","3.49000000953674","3.9300000667572","3.64000010490417","3.15000009536743","3.60999989509583","3.25","2.83999991416931","3.01999998092651","3.32999992370605","3.46000003814697","4.07000017166138","3.20799994468689","3.92429995536804","5.33939981460571","5.05539989471436","5.4672999382019","4.65229988098145","4.75969982147217","3.91210007667542","5.11110019683838","5.13369989395142","5.78560018539429","5.43569993972778","4.9411997795105","4.48610019683838","3.88849997520447","5.48699998855591","4.98470020294189","4.54629993438721","4.93410015106201","5.37050008773804","5.82959985733032","6.08720016479492","6.42710018157959","5.90980005264282","5.02080011367798","4.60739994049072",
"Azerbaijan","AZE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0700000002980232","0.129999995231628","0.370000004768372","0.46000000834465","0.600000023841858","0.699999988079071","0.829999983310699","0.930000007152557","14.1899995803833","10.8900003433228","10.3400001525879","9.72000026702881","9.06999969482422","7.94000005722046","7.23000001907349","6.88000011444092","7.09000015258789","6.15000009536743","4.94000005722046","4.3899998664856","4.42999982833862","4.32000017166138","4.03999996185303","4.01999998092651","4.09000015258789","4.19999980926514","4.09999990463257","4.09999990463257","",
"Burundi","BDI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.720000028610229","","","","","","","","","15","","","","","","","","","2.16037511825562","","","","","","2.05480003356934","","","","","",
"Belgium","BEL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","1.89999997615814","2.29999995231628","2.20000004768372","2.20000004768372","3.70000004768372","4.30000019073486","3.07999992370605","5","3.85999989509583","5.5","7.53999996185303","9.5","8.07769966125488","8.02540016174316","7.35839986801147","7.14130020141602","7.28550004959106","6.94500017166138","5.30030012130737","4.55480003356934","4.55200004577637","4.79209995269775","6.15999984741211","7.69810009002686","7.31029987335205","7.40619993209839","7.0890998840332","7.58150005340576","7.47240018844604","5.30600023269653","5.62930011749268","6.24300003051758","7.44049978256226","6.64890003204346","7.5967001914978","7.39629983901978","6.6616997718811","6.46789979934692","7.74469995498657","8.1072998046875","7.10610008239746","7.6515998840332","8.64039993286133","9.02029991149902","9.0935001373291","8.05959987640381","7.11380004882813","6.28289985656738","5.73000001907349",
"Benin","BEN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.189999997615814","","","","","","2.21000003814697","","","","","","","","","","0.930000007152557","","","","","","","","0.930000007152557","2.41849994659424","","","","","","","","",
"Burkina Faso","BFA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.89999997615814","","","","","","","","","","","","","2.30999994277954","","","","","","","","","2.79999995231628","","","","","","","3.85710000991821","","","","4.74650001525879","",
"Bangladesh","BGD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.75999999046326","1.58000004291534","0.759999990463257","","","0.970000028610229","","2.25","","","","","2.71000003814697","","","","3.24000000953674","","","4.17000007629395","","3.34999990463257","2.66409993171692","","","4.19999980926514","2.95379996299744","","","3.14910006523132","","","3.08999991416931","3.31500005722046","","",
"Bulgaria","BGR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8999996185303","12.6000003814697","14","16.5662994384766","20.8640995025635","18.7763004302979","14.2028999328613","12.4000997543335","10.2974004745483","8.64369964599609","6.51579999923706","5.47930002212524","6.98479986190796","10.8591995239258","12.262900352478","13.5221004486084","13.90149974823","12.3121995925903","9.77719974517822","8.09949970245361","6.35400009155273","5.69159984588623","4.53560018539429",
"Bahrain","BHR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.29999995231628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.439999997615814","","0.469999998807907","","","","","","","",
"Bahamas, The","BHS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","5.15999984741211","","16.7000007629395","","15.7799997329712","","8.4399995803833","","","","","","","9.59000015258789","","8.19999980926514","10.8599996566772","7.67999982833862","12.2299995422363","13.8800001144409","12.4499998092651","12.5900001525879","9.98999977111816","8.60000038146973","8.28999996185303","5.75","6.03000020980835","","6.71000003814697","","9.98999977111816","","9.26000022888184","7.03000020980835","6.71999979019165","7.17999982833862","14.4499998092651","","13.710000038147","14.0699996948242","16.1100006103516","13","11","11.1000003814697","","","",
"Bosnia and Herzegovina","BIH","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.460000038147","","","","","","","","","","","","","","","28.9165992736816","26.7150001525879","21.3995990753174","23.1082000732422","25.6809005737305","26.1144008636475","26.3659992218018","26.5480003356934","25.1805992126465","25.7821998596191","22.5303001403809","18.8679008483887","17.2061004638672","13.6491003036499",
"Belarus","BLR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0199999995529652","0.200000002980232","0.899999976158142","1.60000002384186","2.20000004768372","3","1.89999997615814","1.60000002384186","1.60000002384186","1.70000004768372","1.89999997615814","2.29999995231628","1.20000004768372","1.20000004768372","1","0.800000011920929","0.699999988079071","0.699999988079071","7.5","","0.600000023841858","0.600000023841858","0.600000023841858","0.699999988079071","1.20000004768372","7.48000001907349","7.23000001907349","5.92999982833862","",
"Belize","BLZ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6399998664856","8.98999977111816","9.9399995803833","11.6700000762939","8.85999965667725","10.6099996566772","9","","5.78999996185303","7.46999979019165","","","7.34000015258789","6.21000003814697","5.84999990463257","","","","","","5.8221001625061","4.7519998550415","5.43559980392456","4.40259981155396","4.59299993515015","","",
"Bermuda","BMU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13000011444092","","","","","","","","","5.96000003814697","7.01000022888184","","8.69999980926514","7.71999979019165","9.80000019073486","","","","","",
"Bolivia","BOL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","21.7800006866455","22.2000007629395","22.6299991607666","19.9899997711182","10.2299995422363","6.17999982833862","6.21999979019165","5.48000001907349","6.53999996185303","3.25999999046326","3.38000011444092","4.98000001907349","2.10999989509583","","3.38000011444092","3.57999992370605","4.46000003814697","4.30999994277954","","3.55999994277954","4.53999996185303","4.53999996185303","4.53000020980835","1.97619998455048","2.39599990844727","","1.869500041008","1.47979998588562","1.95070004463196","1.36339998245239","2.55189990997314","3.09159994125366","3.34330010414124","3.44210004806519","",
"Brazil","BRA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","1.92999994754791","2.11999988555908","2.15000009536743","2.75","","3.90000009536743","4.69999980926514","4.61999988555908","3.90000009536743","3.17000007629395","2.22000002861023","3.33999991416931","3.53999996185303","3.00999999046326","3.82999992370605","","5.40999984741211","5.15999984741211","","5.36889982223511","5.8144998550415","6.45130014419556","7.37939977645874","8.14990043640137","","7.77169990539551","7.57340002059937","8.04360008239746","6.9721999168396","7.33290004730225","6.5721001625061","6.20819997787476","5.38320016860962","6.35790014266968","","5.04939985275269","5.78620004653931","5.63530015945435","5.57030010223389","7.18919992446899","10.1820001602173","11.3414001464844","10.8381004333496","10.166600227356",
"Barbados","BRB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","8.15999984741211","8.34000015258789","11.1700000762939","7.09999990463257","7.51000022888184","5.44000005722046","6.92999982833862","7.21000003814697","12.9300003051758","14.1899995803833","12.9899997711182","13.1700000762939","12.6400003433228","9.14999961853027","6.07000017166138","6.57999992370605","20.5900001525879","21.6299991607666","18.3899993896484","16.6200008392334","11.710000038147","11.4099998474121","8.52999973297119","7.8899998664856","7.48999977111816","8.01000022888184","8.5","9.52999973297119","8.72000026702881","7.42999982833862","7.71999979019165","6.44999980926514","6.88000011444092","10.1499996185303","10.8999996185303","9.80000019073486","10.9499998092651","11.6599998474121","11.8100004196167","12.3500003814697","9.26000022888184","","","",
"Brunei Darussalam","BRN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","4.02099990844727","2.44400000572205","2.58800005912781","1.91700005531311","1.97300004959106","","","","","","","","3.70000004768372","","","","","","","","","","","","","","","","","","","","","","","6.2701997756958","","","8.79520034790039","7.71619987487793","6.00710010528564",
"Bhutan","BTN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39999997615814","1.20000004768372","","1.29999995231628","","","1.88999998569489","2.90000009536743","2.63000011444092","","","2.64000010490417","2.70000004768372","1.85000002384186","1.89999997615814","2.20000004768372","1.9099999666214","1.8400000333786","","","","",
"Botswana","BWA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","19.7000007629395","","","","","","11.6800003051758","","","19.7000007629395","","19.5214996337891","","18.6200008392334","","14.7600002288818","15.6899995803833","","21.3999996185303","","","15.6373996734619","","","13.0031995773315","14.5900001525879","","","","","","","","","",
"Central African Republic","CAF","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","6.5","7","6.80000019073486","5.80000019073486","5.59999990463257","","6.417799949646","7.35900020599365","7.63679981231689","6.76959991455078","7.01039981842041","7.16359996795654","11.2475004196167","12.3427000045776","11.3699998855591","10.4530000686646","9.47010040283203","8.52750015258789","7.42920017242432","7.3730001449585","8.1628999710083","10.822699546814","12.0130996704102","11.9490995407104","10.8856000900269","9.79759979248047","9.89410018920898","9.25179958343506","8.52340030670166","7.8274998664856","6.94250011444092","7.52820014953613","8.12969970703125","7.93590021133423","7.47590017318726","7.01469993591309","6.52150011062622","6.38019990921021","6.56860017776489","9.53849983215332","8.79310035705566","7.96250009536743","7.71600008010864","7.50439977645874","7.38479995727539","7.46070003509521","7.68030023574829","6.78140020370483","6.13700008392334","6.0310001373291",
"Central Europe and the Baltics","CEB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.53872744668927","","10.1695739845789","9.59162346939989","8.92158614120567","8.46611137395132","8.32820850462836","10.1018145879597","11.9653518878049","12.8707686743382","13.4816951867224","12.672446135642","12.7790280817689","11.5184046365534","9.68534043349269","7.48273994278357","6.29277725428152","8.50974386453612","9.96767202390039","9.71012710947095","9.84623581970215","9.88246260100025","8.77033644044239","7.73966568873991","6.52560486440671","5.32208479688641","4.32882428486468","3.71673553539223",
"Switzerland","CHE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","0.400000005960464","0.800000011920929","0.400000005960464","0.300000011920929","0.300000011920929","0.200000002980232","0.200000002980232","0.400000005960464","0.800000011920929","1","0.800000011920929","0.699999988079071","0.600000023841858","0.600000023841858","0.5","1.71000003814697","1.22099995613098","2.26300001144409","3.07100009918213","3.46700000762939","2.87899994850159","3.41210007667542","4.37139987945557","3.17059993743896","2.80830001831055","2.29809999465942","1.70270001888275","2.78119993209839","3.80920004844666","3.9439001083374","3.8863000869751","3.40289998054504","2.92950010299683","2.82080006599426","3.76900005340576","4.47790002822876","4.07040023803711","4.27640008926392","4.60010004043579","4.68739986419678","4.70359992980957","4.84070014953613","4.56960010528564","4.36700010299683","4.11439990997314",
"Channel Islands","CHI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","11.3999996185303","11.3800001144409","13.4300003051758","13.4799995422363","10.6199998855591","11.9099998474121","20.1800003051758","14.6300001144409","13.0299997329712","","8.34000015258789","","5.59999990463257","5","5.65000009536743","5.05999994277954","3.89000010490417","4.19000005722046","5.42999982833862","4.44000005722046","6.13399982452393","5.88399982452393","6.25799989700317","10.1429996490479","9.44799995422363","9.5939998626709","9.31999969482422","8.54500007629395","8.55300045013428","7.63800001144409","7.4210000038147","6.9520001411438","7.50600004196167","9.9680004119873","7.44980001449585","6.31379985809326","5.6483998298645","5.54949998855591","6.34280014038086","6.06629991531372","6.37060022354126","6.60489988327026","6.69309997558594","6.76370000839233",
"China","CHN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13049983978271","3.54839992523193","","","2.07710003852844","2.8649001121521","","",
"Cameroon","CMR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.47000026702881","","","","","8.18000030517578","","","","4.19999980926514","","2.63499999046326","","","3.40000009536743","","","","3.06299996376038","","","","","",
"Congo, Dem. Rep.","COD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5074999332428","","","","","","","5.32229995727539","","","","","","","",
"Congo, Rep.","COG","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.480899810791","","","","13.8999996185303","","","9.39999961853027","","","","","","","",
"Colombia","COL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","9.14999961853027","","7.80000019073486","","","7.5","","","9.10000038146973","10.8100004196167","10.6599998474121","10.0299997329712","8.23999977111816","","","","7.57999992370605","6.69000005722046","5.30000019073486","5.28000020980835","6.75","9.4399995803833","9.81999969482422","12.5200004577637","17.2299995422363","16.9400005340576","12.0209999084473","12.5649995803833","11.0059995651245","10.7080001831055","9.09700012207031","","8.73900032043457","8.87199974060059","9.36699962615967","8.640700340271","7.91270017623901","7.54809999465942","7.07469987869263","6.71560001373291","6.36399984359741","6.78130006790161","6.86590003967285","7.09159994125366","7.87900018692017",
"Comoros","COM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.35580015182495","","","","","","","","","","6.68039989471436","","","","","",
"Cabo Verde","CPV","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2600002288818","","","","","","","","","","","","","","","","","","","","","","","","","31.0016002655029","","11.8199996948242","12.6599998474121","",
"Costa Rica","CRI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01999998092651","4.63500022888184","3.34100008010864","3.5090000629425","3.37100005149841","4.57399988174438","5.23600006103516","4.8899998664856","4.19799995422363","4.8439998626709","4.32999992370605","5.13899993896484","5.57999992370605","5.79300022125244","5.40999984741211","5.03999996185303","4.27400016784668","3.19799995422363","4.1399998664856","6.58699989318848","5.96420001983643","8.58670043945313","8.59700012207031","7.6988000869751","7.65170001983643","7.61639976501465","7.23570013046265","6.83500003814697","8.02200031280518","9.13809967041016",
"Caribbean small states","CSS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5014818634597","11.4780306553739","12.4581585926007","13.2682254744864","12.111210720726","11.9262395008424","10.8268091936614","10.7453446390001","10.055433336449","9.99081973901313","10.0923249407824","9.50920253913194","9.40009215326339","8.66459484591022","","7.43975629745004","6.48778734595015","5.65476503579959","6.28727228849219","7.84754595084964","7.13494162500415","7.96942012022673","8.62827370493805","8.80509479697939","7.53183999044083","7.42488529174823","7.66534750607686","","","",
"Cuba","CUB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.44999980926514","4.8600001335144","4.73000001907349","4.42000007629395","4.28999996185303","3.80999994277954","3.13000011444092","2.55999994277954","1.71000003814697","1.65400004386902","1.79999995231628","1.73099994659424","1.73699998855591","1.34800004959106","1.47000002861023","2.36999988555908","2.97000002861023","3.36999988555908","3.13000011444092","2.40000009536743","2.29999995231628","","","","",
"Curacao","CUW","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3000001907349","",
"Cayman Islands","CYM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.21000003814697","","","","","","","","","","","","","2.48000001907349","","2.45000004768372","3.49000000953674","3.83999991416931","7.03999996185303","","8.06999969482422","7.09999990463257","6.69999980926514","4.75","3.29999995231628","","","","",
"Cyprus","CYP","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","11.3000001907349","8","3","1.70000004768372","1.5","1.60000002384186","2.40000009536743","2.40000009536743","2.90000009536743","2.90000009536743","2.90000009536743","2.90000009536743","2.70000004768372","2.20000004768372","1.70000004768372","1.39999997615814","2.20000004768372","2","1.79999995231628","2","1.89999997615814","2.29999995231628","2.70000004768372","2.79999995231628","4.30000019073486","3.21219992637634","2.62549996376038","2.60389995574951","3.77600002288818","3.46659994125366","4.38360023498535","3.85969996452332","3.38930010795593","3.17799997329712","5.27279996871948","6.12659978866577","8.0576000213623","12.4617004394531","16.514799118042","17.0478992462158","15.0375995635986","12.605899810791","10.8571996688843","8.0290002822876","6.25799989700317",
"Czech Republic","CZE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.699999988079071","2.44000005722046","2.20000004768372","3.42300009727478","3.57999992370605","3.40199995040894","3.29099988937378","3.59450006484985","4.58479976654053","7.16900014877319","7.33050012588501","6.68839979171753","5.79169988632202","5.85139989852905","7.05859994888306","6.45480012893677","5.81319999694824","4.2221999168396","3.46050000190735","5.84770011901855","6.38199996948242","5.79869985580444","6.0233998298645","5.90269994735718","5.09849977493286","4.23199987411499","3.3782000541687","2.3371000289917","1.79190003871918","1.72300004959106",
"Germany","DEU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.75409984588623","5.6596999168396","5.82609987258911","5.54120016098022","6.09460020065308","5.27470016479492","4.53800010681152","4.03929996490479","4.42439985275269","4.9109001159668","6.46059989929199","7.54409980773926","7.05299997329712","8.24199962615967","9.30830001831055","9.28919982910156","8.55939960479736","7.63959980010986","7.76730012893677","8.69600009918213","10.180700302124","11.2509002685547","11.3943004608154","10.3135995864868","8.54469966888428","7.42119979858398","8.10369968414307","7.36619997024536","6.03329992294312","5.55259990692139","5.50279998779297","5.28350019454956","4.97399997711182","4.45069980621338","4.11709976196289","3.79229998588562","3.49760007858276",
"Djibouti","DJI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.94000005722046","","9.85000038146973","","","","","","19.6900005340576","","13.0699996948242","","11.9200000762939","","","","","","","","","","","","","","","","","","",
