,year,country,sex,suicides_no,population,HDIforyear,gdp_for_year($),gdp_per_capita($),unemployment,depression_rate,suicides_per_100K
137,1986,Italy,male,3293,26282900,,638273986102,11762,7.051799774169919,,12.529058817710373
138,1986,Jamaica,female,0,1038341,,2754566176,1342,,,0.0
139,1986,Jamaica,male,1,1014190,,2754566176,1342,,,0.09860085388339464
140,1986,Japan,female,9134,57963000,,2078953333674,18288,2.79999995231628,,15.75832858892742
141,1986,Japan,male,16350,55716000,,2078953333674,18288,2.70000004768372,,29.345250915356452
142,1986,Kuwait,female,4,648100,,17903681693,11661,,,0.6171887054466904
143,1986,Kuwait,male,12,887200,,17903681693,11661,,,1.3525698827772767
144,1986,Luxembourg,female,14,178400,,6921264132,20004,3.9758999347686803,,7.8475336322869955
145,1986,Luxembourg,male,37,167600,,6921264132,20004,1.9259999990463301,,22.0763723150358
146,1986,Malta,female,1,160700,,1435079200,4544,6.199999809265139,,0.6222775357809583
147,1986,Malta,male,0,155100,,1435079200,4544,6.900000095367429,,0.0
148,1986,Mauritius,female,8,449200,,1469046115,1636,,,1.7809439002671417
149,1986,Mauritius,male,20,448900,,1469046115,1636,,,4.455335263978615
