,year,country,sex,suicides_no,population,HDIforyear,gdp_for_year($),gdp_per_capita($),unemployment,depression_rate,suicides_per_100K
928,1993,Ecuador,female,222,4733295,,18938717359,1996,11.1499996185303,3.3750968675800004,4.6901788289130515
929,1993,Ecuador,male,352,4755188,,18938717359,1996,5.849999904632571,2.3583189279099996,7.402441291490474
930,1993,El Salvador,female,152,2411200,,6680269200,1423,6.84000015258789,3.76955212103,6.303915063039151
931,1993,El Salvador,male,272,2283100,,6680269200,1423,11.770000457763699,2.46055455443,11.913626209977663
932,1993,Finland,female,291,2443500,,89255751015,18826,14.418999671936,6.655537280569999,11.90914671577655
933,1993,Finland,male,1106,2297500,,89255751015,18826,17.784000396728498,4.29712973951,48.13928182807399
934,1993,France,female,3390,27764200,,1322815612694,24521,13.4028997421265,5.754306168549999,12.209968232472033
935,1993,France,male,8861,26181200,,1322815612694,24521,9.614800453186039,3.1607826134600003,33.8448963378302
936,1993,Germany,female,3730,39609900,,2068555542411,26937,9.31980037689209,4.92948570107,9.416837709764478
937,1993,Germany,male,8960,37183500,,2068555542411,26937,6.4605998992919895,2.83965780557,24.096709562036928
938,1993,Greece,female,104,5033544,,108809058859,10957,13.625499725341802,5.155800375719999,2.0661386887648145
939,1993,Greece,male,308,4896861,,108809058859,10957,5.67080020904541,2.75589377576,6.289743572464075
940,1993,Grenada,female,0,43313,,309812185,3632,,3.1522164984,0.0
941,1993,Grenada,male,3,41991,,309812185,3632,,2.3156443423,7.144388083160678
942,1993,Guatemala,female,30,4195651,,11399942453,1381,,3.8145463501,0.7150261067948692
943,1993,Guatemala,male,135,4059307,,11399942453,1381,,2.7085758113800003,3.325690813727565
944,1993,Guyana,female,15,336135,,442273433,671,,4.48241200891,4.462492748449284
945,1993,Guyana,male,57,322696,,442273433,671,,3.10251427362,17.663683466792275
946,1993,Hungary,female,979,5099944,,40119073326,4116,10.3900003433228,3.7637267238699996,19.196289214156078
947,1993,Hungary,male,2715,4647958,,40119073326,4116,13.5260000228882,2.55807973397,58.41274813584805
948,1993,Iceland,female,7,120100,,6126456175,25474,5.60099983215332,4.624332115730001,5.828476269775187
949,1993,Iceland,male,19,120400,,6126456175,25474,4.95800018310547,2.5275507766599996,15.780730897009967
950,1993,Ireland,female,67,1666000,,52480253169,15872,15.8449001312256,5.154197142130001,4.021608643457383
951,1993,Ireland,male,259,1640500,,52480253169,15872,15.4384002685547,3.2194956923299998,15.787869551965864
952,1993,Israel,female,99,2386800,,75954641355,16102,14.8660001754761,5.11498848835,4.1478129713423835
953,1993,Israel,male,272,2330200,,75954641355,16102,11.251999855041499,3.04035557458,11.672817783881213
954,1993,Italy,female,1181,27943375,,1061445225791,19605,14.8332004547119,4.5852304772200005,4.226404290820275
955,1993,Italy,male,3516,26197148,,1061445225791,19605,7.617700099945071,2.52931781461,13.421308304247471
956,1993,Japan,female,6959,60111000,,4454143876947,37832,2.5999999046325697,3.71303380917,11.576916038661809
957,1993,Japan,male,13394,57624000,,4454143876947,37832,2.4000000953674303,2.36462390375,23.243787310842706
958,1993,Kazakhstan,female,829,7926700,,23409027476,1527,,3.89023433135,10.458324397290172
959,1993,Kazakhstan,male,3190,7404700,,23409027476,1527,,2.8215001864200002,43.08074601266763
960,1993,Kiribati,female,2,32481,,46919625,735,,3.6322887901,6.15744589144423
961,1993,Kiribati,male,10,31367,,46919625,735,,2.8558183228700003,31.880638888003315
962,1993,Kuwait,female,6,537500,,23941391391,18798,,4.4378263571100005,1.1162790697674418
963,1993,Kuwait,male,12,736100,,23941391391,18798,,2.98471897153,1.630213286238283
964,1993,Kyrgyzstan,female,121,1961300,,2028295455,528,,3.6641797103400005,6.169377453729669
965,1993,Kyrgyzstan,male,442,1879900,,2028295455,528,,2.6115166011400004,23.51188893026225
966,1993,Luxembourg,female,16,189800,,16486900187,44320,3.1317999362945597,5.087047485819999,8.429926238145416
967,1993,Luxembourg,male,48,182200,,16486900187,44320,1.87059998512268,2.93730034953,26.344676180021953
968,1993,Malta,female,7,171100,,2709178327,8022,2.5,4.38213635773,4.091174751607247
969,1993,Malta,male,9,166600,,2709178327,8022,5.199999809265139,2.42053288523,5.402160864345738
970,1993,Mauritius,female,45,478600,,3263368410,3405,,4.3040657497199994,9.402423735896365
971,1993,Mauritius,male,93,479700,,3263368410,3405,,2.96261719838,19.387116948092558
972,1993,Mexico,female,331,38875500,,500736065605,6518,3.95099997520447,3.20956477718,0.8514359943923551
973,1993,Mexico,male,2011,37951300,,500736065605,6518,3.0309998989105202,2.12327807991,5.298896216993884
974,1993,Netherlands,female,535,7252600,,349037818106,24385,7.68730020523071,5.419208027919999,7.3766649201665615
975,1993,Netherlands,male,1020,7061000,,349037818106,24385,5.326300144195559,2.89569396347,14.445545956663363
976,1993,New Zealand,female,94,1668600,,46712018141,14271,8.96399974822998,4.86097140486,5.633465180390747
977,1993,New Zealand,male,349,1604600,,46712018141,14271,10.4589996337891,3.4654868937400005,21.74996883958619
978,1993,Norway,female,141,2033000,,120579072751,30066,5.16499996185303,4.792485031569999,6.935563207083129
979,1993,Norway,male,449,1977500,,120579072751,30066,6.631999969482419,3.1233799916900002,22.705436156763593
980,1993,Philippines,female,340,28195568,,54368083953,957,10.715399742126499,3.31183782171,1.205863276100698
981,1993,Philippines,male,506,28586001,,54368083953,957,8.44569969177246,2.50473371794,1.7700971884804735
982,1993,Poland,female,983,18434100,,96045645026,2683,15.6000003814697,2.50753867932,5.332508774499433
983,1993,Poland,male,4641,17358500,,96045645026,2683,12.635999679565401,1.99018742876,26.736181121640694
984,1993,Portugal,female,194,4893712,,95019103603,10098,6.2656998634338406,5.9724272213499985,3.9642708847598715
985,1993,Portugal,male,586,4516370,,95019103603,10098,4.52080011367798,3.29175863024,12.975021975613158
986,1993,Puerto Rico,female,34,1721024,,36922456000,11146,13.3199996948242,3.0086846426099996,1.9755680339146928
987,1993,Puerto Rico,male,311,1591448,,36922456000,11146,19.3799991607666,2.63684885885,19.541951732007583
988,1993,Republic of Korea,female,1276,20325200,,386302839274,9479,,,6.277921004467361
989,1993,Republic of Korea,male,2848,20429600,,386302839274,9479,,,13.940556839096214
990,1993,Romania,female,583,10870600,,26362894737,1237,,2.76297065555,5.363089433885894
991,1993,Romania,male,2191,10437000,,26362894737,1237,,1.92610093564,20.992622401073103
992,1993,Russian Federation,female,10096,73470800,,435083713851,3160,5.82200002670288,,13.74151363534901
993,1993,Russian Federation,male,45750,64222000,,435083713851,3160,5.9369997978210405,,71.2372707171997
994,1993,Saint Lucia,female,0,64297,,574870405,4568,,3.17209927131,0.0
995,1993,Saint Lucia,male,8,61549,,574870405,4568,,2.3807202490300003,12.997774131180035
996,1993,Singapore,female,102,1320100,,60644572348,22835,3.41000008583069,5.03866063976,7.726687372168775
997,1993,Singapore,male,168,1335700,,60644572348,22835,2.8699998855590803,3.00500963999,12.577674627536124
998,1993,Slovakia,female,116,2539917,,16452201101,3334,,2.98589128044,4.567078373033449
999,1993,Slovakia,male,622,2395343,,16452201101,3334,,2.01990925109,25.967053570198505
1000,1993,Spain,female,754,18995700,,523649481762,14106,28.738500595092802,4.70540328765,3.9693193722789895
1001,1993,Spain,male,2283,18126400,,523649481762,14106,18.392400741577102,2.55844165171,12.594889222349721
1002,1993,Sweden,female,417,4115900,,209950792713,25880,7.64499998092651,6.0529285129299994,10.131441483029228
1003,1993,Sweden,male,956,3996600,,209950792713,25880,10.862999916076697,3.23370765025,23.920332282440075
1004,1993,Trinidad and Tobago,female,26,535700,,4669488516,4066,23.489999771118196,4.051604812780001,4.853462759006907
1005,1993,Trinidad and Tobago,male,148,612600,,4669488516,4066,17.6800003051758,2.84511219405,24.15932092719556
1006,1993,Turkmenistan,female,67,1658100,,3179225949,954,,3.42719630558,4.040769555515349
1007,1993,Turkmenistan,male,173,1673000,,3179225949,954,,2.28504492445,10.340705319784817
1008,1993,Ukraine,female,2605,26245700,,65648559903,1349,,5.03066975392,9.925435404656763
1009,1993,Ukraine,male,9864,22434800,,65648559903,1349,,3.5696840199399995,43.96740777720327
1010,1993,United Kingdom,female,1029,27827405,,1061388722256,19553,7.74179983139038,5.0207677921,3.697793595917406
1011,1993,United Kingdom,male,3433,26456577,,1061388722256,19553,12.3711996078491,3.40378300088,12.975979470057673
1012,1993,United States,female,6092,122367300,,6878718000000,28891,6.599999904632571,5.7237551987,4.978454211214924
1013,1993,United States,male,24992,115725000,,6878718000000,28891,7.199999809265139,3.5077585310800004,21.59602505940808
1014,1993,Uruguay,female,99,1500243,,15002106518,5180,10.8999996185303,4.0831347911,6.598930973182345
1015,1993,Uruguay,male,319,1395985,,15002106518,5180,6.46999979019165,2.4431882729299996,22.851248401666208
1016,1993,Uzbekistan,female,350,9400600,,13099013836,708,0.5,3.46614790961,3.7231666063868265
1017,1993,Uzbekistan,male,1005,9108700,,13099013836,708,0.200000002980232,2.3416382477599997,11.033407621285145
1018,1994,Albania,female,15,1445100,,1985673798,697,19.8999996185303,2.6845687913300003,1.0379904504878554
1019,1994,Albania,male,35,1404200,,1985673798,697,17.2999992370605,1.60856104104,2.4925224327018944
1020,1994,Antigua and Barbuda,female,0,33465,,589429593,9062,,3.05500646407,0.0
1021,1994,Antigua and Barbuda,male,0,31579,,589429593,9062,,1.9785244754599998,0.0
1022,1994,Argentina,female,510,15806800,,257440000000,8328,14.0600004196167,4.52828719116,3.2264594984437074
1023,1994,Argentina,male,1731,15104400,,257440000000,8328,10.3400001525879,2.60598465816,11.460236752204654
1024,1994,Armenia,female,36,1765600,,1315158670,387,8.5,3.11606750983,2.0389669234254644
1025,1994,Armenia,male,76,1636900,,1315158670,387,4.90000009536743,1.9906720644799998,4.642922597593011
1026,1994,Australia,female,418,8325900,,322201314424,19469,9.3612003326416,5.72365998587,5.02047826661382
1027,1994,Australia,male,1865,8223500,,322201314424,19469,9.982500076293949,3.81351465895,22.67890800753937
1028,1994,Austria,female,491,3879372,,203535242742,27274,3.96399998664856,4.75366620253,12.65668773193187
1029,1994,Austria,male,1285,3583180,,203535242742,27274,3.20799994468689,2.41314471467,35.861999676265214
1030,1994,Azerbaijan,female,19,3341200,,3313739674,508,0.870000004768372,3.0725168106200003,0.5686579671974141
1031,1994,Azerbaijan,male,28,3180000,,3313739674,508,0.46000000834465005,1.88555219696,0.8805031446540881
1032,1994,Bahamas,female,0,127400,,3259000000,13073,,3.1252452227700003,0.0
1033,1994,Bahamas,male,3,121900,,3259000000,13073,,2.1105062325,2.461033634126333
1034,1994,Barbados,female,4,125100,,2151295182,8953,27.9099998474121,3.14196681578,3.19744204636291
1035,1994,Barbados,male,10,115200,,2151295182,8953,18.3899993896484,2.2261397467700004,8.680555555555555
1036,1994,Belarus,female,571,5161300,,14932024169,1547,2.5999999046325697,4.66849488981,11.06310425667952
1037,1994,Belarus,male,2582,4492600,,14932024169,1547,1.60000002384186,3.29753108999,57.47228776209767
1038,1994,Belgium,female,588,4865900,,246194938751,25922,12.4312000274658,4.5258010440300005,12.084095439692554
1039,1994,Belgium,male,1543,4631500,,246194938751,25922,7.69810009002686,2.68531571144,33.31534060239663
1040,1994,Belize,female,1,84890,,580863700,3399,15.5500001907349,3.16812108293,1.1779950524207798
1041,1994,Belize,male,7,85984,,580863700,3399,8.98999977111816,2.35262554785,8.141049497580944
1042,1994,Brazil,female,1291,72044422,,558111997497,3925,,4.538920329830001,1.7919499721990968
1043,1994,Brazil,male,4605,70144028,,558111997497,3925,,2.46767406348,6.565063529000644
1044,1994,Bulgaria,female,416,4084700,,9697416974,1213,,3.3449536593,10.18434646363258
1045,1994,Bulgaria,male,1048,3910800,,9697416974,1213,,2.1721008627500002,26.79758617162729
1046,1994,Canada,female,780,13780100,,578139279438,21219,9.79619979858398,5.08265452803,5.660336282029884
1047,1994,Canada,male,2968,13465900,,578139279438,21219,10.885600090026902,3.09770647878,22.04085876176119
1048,1994,Chile,female,97,6352700,,57008425296,4551,6.78000020980835,5.48471757624,1.5269098178727156
1049,1994,Chile,male,704,6173900,,57008425296,4551,5.42999982833862,3.18874652944,11.40284099191759
1050,1994,Colombia,female,268,15610300,,81703500846,2646,12.3000001907349,2.5802898919599997,1.7168151797210816
1051,1994,Colombia,male,930,15264300,,81703500846,2646,5.28000020980835,2.0311754304700003,6.092647550166074
1052,1994,Costa Rica,female,29,1450000,,10432619390,3562,5.5479998588562,3.14277619622,2.0
1053,1994,Costa Rica,male,133,1479100,,10432619390,3562,3.37100005149841,2.38610080227,8.991954566966399
1054,1994,Cuba,female,837,5034200,,28448326757,2820,,5.1926657270400005,16.626276270311074
1055,1994,Cuba,male,1441,5055100,,28448326757,2820,,2.9596553233700003,28.505865363692113
1056,1994,Czech Republic,female,531,5016600,,47554674591,4891,5.19299983978271,3.39302839329,10.584858270541801
1057,1994,Czech Republic,male,1341,4707100,,47554674591,4891,3.57999992370605,2.37811552857,28.48887850268743
1058,1994,Denmark,female,319,2476300,,156162311732,32034,8.99940013885498,4.82688920131,12.882122521503856
1059,1994,Denmark,male,680,2398600,,156162311732,32034,7.20749998092651,2.82868235502,28.34987075794213
1060,1994,Ecuador,female,171,4852397,,22708673337,2335,8.61999988555908,3.38177718076,3.524031525038038
1061,1994,Ecuador,male,341,4872858,,22708673337,2335,5.44000005722046,2.3609717426400003,6.997946584940501
1062,1994,Finland,female,307,2452200,,103321570859,21699,14.8719997406006,6.67697432854,12.519370361308214
1063,1994,Finland,male,1080,2309400,,103321570859,21699,17.80299949646,4.295246375930001,46.76539360872954
1064,1994,France,female,3169,27920500,,1393982750473,25697,14.485099792480499,5.72362982125,11.350083272147705
1065,1994,France,male,8872,26326600,,1393982750473,25697,11.02649974823,3.1581209906000005,33.69975614017761
1066,1994,Georgia,female,33,2395850,,2513870587,556,,3.21618490237,1.37738172256193
1067,1994,Georgia,male,90,2123050,,2513870587,556,,2.1499893440099997,4.239184192553166
1068,1994,Germany,female,3588,39772400,,2205966011812,28588,10.3157997131348,4.910280842330001,9.021331375526747
1069,1994,Germany,male,9130,37391000,,2205966011812,28588,7.5440998077392605,2.8401712281700005,24.417640608702627
1070,1994,Greece,female,74,5073152,,116601802107,11638,13.663999557495101,5.14820400528,1.4586592319725487
1071,1994,Greece,male,281,4945780,,116601802107,11638,6.01039981842041,2.7531672693,5.68161139395606
1072,1994,Grenada,female,0,44178,,325111815,3735,36.97999954223629,3.15467913377,0.0
1073,1994,Grenada,male,4,42858,,325111815,3735,18.4599990844727,2.32423632232,9.333146670399925
1074,1994,Guatemala,female,20,4298910,,12983235568,1538,,3.844278879690001,0.4652342105324373
1075,1994,Guatemala,male,122,4145004,,12983235568,1538,,2.72213490492,2.9433023466322346
1076,1994,Guyana,female,27,337217,,540874934,819,,4.523243348299999,8.006713777775142
1077,1994,Guyana,male,59,323365,,540874934,819,,3.13780349106,18.2456357367062
1078,1994,Hungary,female,898,5101598,,43160392124,4431,9.37100028991699,3.7555164274800004,17.602327741229317
1079,1994,Hungary,male,2727,4639219,,43160392124,4431,12.0640001296997,2.55977805616,58.78144575627924
1080,1994,Iceland,female,4,121200,,6294803497,25937,5.54199981689453,4.6179634593099985,3.3003300330033003
1081,1994,Iceland,male,21,121500,,6294803497,25937,5.13600015640259,2.52716594758,17.28395061728395
1082,1994,Ireland,female,90,1676600,,57166037102,17188,14.707400321960401,5.1658691777799985,5.368006680186092
1083,1994,Ireland,male,304,1649400,,57166037102,17188,14.488100051879899,3.23426787515,18.430944585910026
1084,1994,Israel,female,112,2453400,,86307135997,17814,12.345000267028801,5.14296023816,4.565093339854895
1085,1994,Israel,male,304,2391500,,86307135997,17814,8.18400001525879,3.0653633428500004,12.711687225590634
1086,1994,Italy,female,1125,27951526,,1095590833694,20235,15.3111000061035,4.52133877857,4.02482497735544
1087,1994,Italy,male,3411,26191523,,1095590833694,20235,8.65030002593994,2.51393599771,13.023297652450374
1088,1994,Japan,female,6852,60308000,,4907039384470,41563,3.0,3.7059611640900005,11.361676726139152
1089,1994,Japan,male,13892,57756000,,4907039384470,41563,2.79999995231628,2.37035956653,24.052912251540967
1090,1994,Kazakhstan,female,780,7854500,,21250839258,1395,,3.89188915475,9.930613024380929
1091,1994,Kazakhstan,male,3244,7375100,,21250839258,1395,,2.8439610662,43.98584425973885
1092,1994,Kiribati,female,2,32964,,54832578,845,,3.6272561173900004,6.067224851352991
1093,1994,Kiribati,male,8,31907,,54832578,845,,2.86081723755,25.072868022690944
1094,1994,Kuwait,female,12,541900,,24848483838,17161,,4.43516120618,2.2144307067724673
1095,1994,Kuwait,male,18,906100,,24848483838,17161,,2.97699819173,1.986535702461097
1096,1994,Kyrgyzstan,female,88,1963400,,1681006993,437,,3.66063235666,4.482020984007334
1097,1994,Kyrgyzstan,male,493,1887700,,1681006993,437,,2.6212521307100003,26.116437993325214
1098,1994,Luxembourg,female,13,192500,,18325791415,48610,4.29390001296997,5.074598228959999,6.753246753246753
1099,1994,Luxembourg,male,61,184500,,18325791415,48610,2.99690008163452,2.93618637387,33.06233062330623
1100,1994,Macau,female,12,178707,,6265844252,18081,,,6.714902046366399
1101,1994,Macau,male,15,167835,,6265844252,18081,,,8.93734918223255
1102,1994,Malta,female,3,173200,,2998570147,8775,2.2000000476837203,4.3705348346,1.7321016166281755
1103,1994,Malta,male,12,168500,,2998570147,8775,4.800000190734861,2.4151886141900003,7.121661721068249
1104,1994,Mauritius,female,22,486500,,3558137040,3658,,4.3035338990400005,4.522096608427543
1105,1994,Mauritius,male,107,486300,,3558137040,3658,,2.9653533825700005,22.00287888134896
1106,1994,Mexico,female,393,39672900,,527813238126,6735,4.99900007247925,3.23232294855,0.9906006367066689
1107,1994,Mexico,male,2195,38701200,,527813238126,6735,4.17000007629395,2.1245942366099997,5.6716587599350925
1108,1994,Netherlands,female,500,7294900,,374291430318,25997,8.05309963226318,5.45078224271,6.85410355179646
1109,1994,Netherlands,male,1084,7102800,,374291430318,25997,6.535799980163571,2.9021706488700003,15.261586979782619
1110,1994,New Zealand,female,103,1691500,,55154160816,16615,7.81099987030029,4.86664775545,6.089269878805794
1111,1994,New Zealand,male,409,1628000,,55154160816,16615,8.7819995880127,3.4648628320099997,25.12285012285012
1112,1994,Norway,female,152,2044700,,127131461120,31520,4.70300006866455,4.79958122894,7.4338533770235244
1113,1994,Norway,male,379,1988600,,127131461120,31520,5.88700008392334,3.1242744212299995,19.05863421502565
1114,1994,Paraguay,female,27,1966462,,7870982171,1981,3.72000002861023,3.6471638697400004,1.373024243539921
1115,1994,Paraguay,male,81,2006055,,7870982171,1981,4.8899998664856,1.96195464176,4.037775634267256
1116,1994,Poland,female,891,18521400,,110803391517,3081,15.9940004348755,2.51348557732,4.810651462632414
1117,1994,Poland,male,4628,17438600,,110803391517,3081,13.111000061035199,2.0055671898000003,26.53882765818357
1118,1994,Portugal,female,175,4907522,,99698453261,10566,7.7670001983642605,5.96177733908,3.5659544674481336
1119,1994,Portugal,male,587,4528487,,99698453261,10566,5.85069990158081,3.2812161370200004,12.96238677509729
1120,1994,Puerto Rico,female,35,1738400,,39690630000,11871,,3.0157845046099996,2.0133456051541647
1121,1994,Puerto Rico,male,320,1605224,,39690630000,11871,,2.63877166771,19.93491251065272
1122,1994,Republic of Korea,female,1350,20510400,,455602962225,11073,,,6.582026679148139
1123,1994,Republic of Korea,male,2862,20634900,,455602962225,11073,,,13.869706177398486
1124,1994,Romania,female,589,10917300,,30074440483,1406,8.73999977111816,2.75860174936,5.395106848762972
1125,1994,Romania,male,2298,10468700,,30074440483,1406,7.67000007629395,1.93250005044,21.95114961743101
1126,1994,Russian Federation,female,10388,73821200,,395077301248,2853,7.949999809265139,,14.07183844207355
1127,1994,Russian Federation,male,51032,64655000,,395077301248,2853,8.29300022125244,,78.92970381254351
1128,1994,Saint Lucia,female,2,65253,,600005564,4704,,3.17062181032,3.0649931803901733
1129,1994,Saint Lucia,male,4,62304,,600005564,4704,,2.38557304911,6.420133538777606
1130,1994,Singapore,female,126,1350500,,73777792327,27202,3.45000004768372,5.044886350730001,9.329877823028507
1131,1994,Singapore,male,190,1361700,,73777792327,27202,2.77999997138977,3.01090287957,13.953146801791878
1132,1994,Slovakia,female,108,2560763,,20079363626,4036,,2.9828738514200004,4.217492989394176
1133,1994,Slovakia,male,583,2414095,,20079363626,4036,,2.02589458847,24.14983668828277
1134,1994,Spain,female,742,19041000,,529121577320,14223,31.5897998809814,4.64957089101,3.896854156819495
1135,1994,Spain,male,2429,18162100,,529121577320,14223,19.7998008728027,2.5394199470200003,13.374004107454533
1136,1994,Sweden,female,395,4146600,,226079963712,27658,8.13899993896484,6.047829146340001,9.52587662181064
1137,1994,Sweden,male,929,4027500,,226079963712,27658,10.8819999694824,3.22531424731,23.066418373680943
1138,1994,Thailand,female,695,26378000,,146683499006,2784,1.62159788608551,3.5517507936199997,2.6347714004094325
1139,1994,Thailand,male,1612,26313000,,146683499006,2784,1.12674081325531,2.47226662702,6.126249382434538
1140,1994,Trinidad and Tobago,female,30,544300,,4947205860,4254,22.2700004577637,4.0532967295099995,5.51166636046298
1141,1994,Trinidad and Tobago,male,118,618600,,4947205860,4254,16.1499996185303,2.8513450408599996,19.075331393469124
1142,1994,Turkmenistan,female,69,1700100,,2561118608,748,,3.42190625975,4.058584789130051
1143,1994,Turkmenistan,male,165,1723000,,2561118608,748,,2.29063271783,9.576320371445153
1144,1994,Ukraine,female,2763,26191400,,52549555149,1081,,5.05445575037,10.549264262315111
1145,1994,Ukraine,male,11063,22427600,,52549555149,1081,,3.57072240554,49.327614189659165
1146,1994,United Kingdom,female,990,27918777,,1140489745944,20927,7.3850998878479,5.010073257839999,3.5460006002411926
1147,1994,United Kingdom,male,3390,26578516,,1140489745944,20927,11.4135999679565,3.4054441310800003,12.754662449927602
1148,1994,United States,female,5966,123632000,,7308755000000,30375,6.052800178527829,5.726921839709999,4.825611492170312
1149,1994,United States,male,25157,116982100,,7308755000000,30375,6.174799919128421,3.50746975796,21.50499948282686
1150,1994,Uruguay,female,78,1512859,,17474647792,5984,11.880000114440902,4.08196957291,5.155801036316008
1151,1994,Uruguay,male,328,1407437,,17474647792,5984,6.949999809265139,2.45427850533,23.3047731443752
1152,1994,Uzbekistan,female,342,9702500,,12899156991,674,0.5,3.4640473476399998,3.524864725586189
1153,1994,Uzbekistan,male,1077,9442200,,12899156991,674,0.30000001192092896,2.34686203398,11.406240071169854
1154,1995,Albania,female,34,1473800,0.6189999999999999,2424499009,835,14.8000001907349,2.68734696036,2.30696159587461
1155,1995,Albania,male,54,1429600,0.6189999999999999,2424499009,835,11.6000003814697,1.61182954419,3.777280358142138
1156,1995,Antigua and Barbuda,female,0,34464,,577280741,8636,,3.0503316378400003,0.0
1157,1995,Antigua and Barbuda,male,0,32382,,577280741,8636,,1.9778571070500002,0.0
1158,1995,Argentina,female,504,16029500,0.731,258031750000,8232,22.2999992370605,4.53462546127,3.1442028759474723
1159,1995,Argentina,male,1700,15315900,0.731,258031750000,8232,16.5,2.61706266438,11.099576257353469
1160,1995,Armenia,female,35,1786400,0.605,1468317350,426,10.3999996185303,3.11318772174,1.9592476489028212
1161,1995,Armenia,male,95,1656800,0.605,1468317350,426,3.79999995231628,1.99085481578,5.7339449541284395
1162,1995,Aruba,female,0,37329,,1320670391,17949,,,0.0
1163,1995,Aruba,male,8,36252,,1320670391,17949,,,22.067747986317997
1164,1995,Australia,female,459,8442000,0.882,367216364716,21902,8.105299949646,5.7526197454300005,5.437100213219616
1165,1995,Australia,male,1711,8324300,0.882,367216364716,21902,8.742199897766112,3.82356915617,20.55428084043103
1166,1995,Austria,female,455,3884513,0.8149999999999998,241038283063,32237,4.8968000411987305,4.74822381314,11.713180004803691
1167,1995,Austria,male,1333,3592517,0.8149999999999998,241038283063,32237,3.92429995536804,2.4149064968,37.10490444443269
1168,1995,Azerbaijan,female,7,3378500,0.609,3052467522,462,1.0,3.0675905131700003,0.20719254106852156
1169,1995,Azerbaijan,male,42,3227400,0.609,3052467522,462,0.6000000238418579,1.88408024277,1.3013571295779884
1170,1995,Bahamas,female,0,129900,,3429000000,13473,,3.1214395942900004,0.0
1171,1995,Bahamas,male,2,124600,,3429000000,13473,,2.10658644426,1.6051364365971108
1172,1995,Barbados,female,5,125400,0.731,2261969870,9378,22.7099990844727,3.14068971996,3.9872408293460926
1173,1995,Barbados,male,12,115800,0.731,2261969870,9378,16.620000839233402,2.22390083164,10.362694300518136
1174,1995,Belarus,female,514,5184900,,13972676841,1444,3.5,4.6830649520800005,9.913402379988042
1175,1995,Belarus,male,2689,4488700,,13972676841,1444,2.2000000476837203,3.3222142071599996,59.90598614298126
1176,1995,Belgium,female,605,4882300,0.851,289567323481,30394,12.2170000076294,4.53094317911,12.391700632898429
1177,1995,Belgium,male,1550,4644800,0.851,289567323481,30394,7.31029987335205,2.68760055504,33.37065105063727
1178,1995,Belize,female,1,89400,0.664,620140400,3436,17.8600006103516,3.17415274258,1.1185682326621924
1179,1995,Belize,male,13,91100,0.664,620140400,3436,9.9399995803833,2.3660807969,14.270032930845225
1180,1995,Brazil,female,1401,73386017,0.648,769305386183,5313,8.068699836730959,4.55079530228,1.9090830341698473
1181,1995,Brazil,male,5135,71397574,0.648,769305386183,5313,5.36889982223511,2.4719564958099998,7.192121121650437
1182,1995,Bulgaria,female,413,4083800,0.6959999999999998,13063422619,1636,,3.3434799781000004,10.113129928008227
1183,1995,Bulgaria,male,1020,3900100,0.6959999999999998,13063422619,1636,,2.17332680137,26.15317555960104
1184,1995,Canada,female,812,13973500,0.8609999999999999,604031623433,21871,9.11470031738281,5.08972825261,5.810999391705728
1185,1995,Canada,male,3156,13645000,0.8609999999999999,604031623433,21871,9.79759979248047,3.0957804601000003,23.12935141077318
1186,1995,Chile,female,123,6547757,0.723,73447063319,5695,5.25,5.471055606880001,1.878505876134377
1187,1995,Chile,male,807,6349886,0.723,73447063319,5695,4.44000005722046,3.1828710617500002,12.708889576915238
1188,1995,Colombia,female,261,16763990,0.629,92507279383,2796,11.3199996948242,2.59505033699,1.5569085879912836
1189,1995,Colombia,male,889,16326909,0.629,92507279383,2796,6.75,2.03926403675,5.4449988053464375
1190,1995,Costa Rica,female,36,1548500,0.682,11513472694,3672,6.4899997711181605,3.14345036166,2.3248304811107525
1191,1995,Costa Rica,male,173,1586700,0.682,11513472694,3672,4.57399988174438,2.3935602138,10.903132287136824
1192,1995,Croatia,female,242,2327300,0.6940000000000001,22387561845,4978,,3.52871836079,10.398315644738538
1193,1995,Croatia,male,687,2170100,0.6940000000000001,22387561845,4978,,2.6318064065,31.657527302889267
1194,1995,Cuba,female,813,5075200,0.653,30429803651,2993,12.9899997711182,5.15966314703,16.01907313997478
1195,1995,Cuba,male,1409,5093200,0.653,30429803651,2993,5.449999809265139,2.95577960388,27.66433676274248
1196,1995,Czech Republic,female,449,5025200,0.785,59775697061,6134,4.80700016021729,3.38012613556,8.934967762477115
1197,1995,Czech Republic,male,1284,4719100,0.785,59775697061,6134,3.4019999504089395,2.3792301407100003,27.208577906804262
1198,1995,Denmark,female,299,2483000,0.83,185006961302,37841,8.64640045166016,4.8028065280000005,12.041884816753928
1199,1995,Denmark,male,625,2406100,0.83,185006961302,37841,5.61350011825562,2.8215673097300003,25.97564523502764
1200,1995,Ecuador,female,180,4970951,0.665,24432884442,2453,8.72000026702881,3.3889878521900005,3.6210375036889317
1201,1995,Ecuador,male,366,4989612,0.665,24432884442,2453,5.380000114440921,2.36811693933,7.335239693988229
1202,1995,El Salvador,female,202,2507182,0.566,8921947100,1845,5.880000114440921,3.77555810575,8.056854269055856
1203,1995,El Salvador,male,418,2329215,0.566,8921947100,1845,8.689999580383299,2.46274356539,17.94596033427571
1204,1995,Estonia,female,128,732405,0.7190000000000002,4373665146,3224,8.86100006103516,5.54976183522,17.47666932912801
