,country,year,age,suicides/100k pop,depression
1185,Brazil,1993,35+ years,8.018333333333333,5.274319415186667
1186,Brazil,1994,14- years,0.26,1.30283660578
1187,Brazil,1994,15-24 years,4.385,3.58247859799
1188,Brazil,1994,25-34 years,5.735,4.12500960647
1189,Brazil,1994,35+ years,8.458333333333334,5.293965003353333
1190,Brazil,1995,14- years,0.20500000000000002,1.3038146054700002
1191,Brazil,1995,15-24 years,4.525,3.5864815308199995
1192,Brazil,1995,25-34 years,6.085,4.126884813855
1193,Brazil,1995,35+ years,8.935,5.31345408819
1194,Brazil,1996,14- years,0.33,1.3161337689100001
1195,Brazil,1996,15-24 years,4.6850000000000005,3.6521693587149993
1196,Brazil,1996,25-34 years,5.755,4.198897973099999
1197,Brazil,1996,35+ years,8.631666666666666,5.38294881173
1198,Brazil,1997,14- years,0.3,1.3477369799899999
1199,Brazil,1997,15-24 years,4.34,3.806991406
1200,Brazil,1997,25-34 years,5.944999999999999,4.3687949468900005
1201,Brazil,1997,35+ years,9.271666666666667,5.523919648930001
1202,Brazil,1998,14- years,0.275,1.38933336946
1203,Brazil,1998,15-24 years,4.32,3.995181837705
1204,Brazil,1998,25-34 years,5.82,4.571015259445
1205,Brazil,1998,35+ years,9.036666666666665,5.6869333659266665
1206,Brazil,1999,14- years,0.245,1.43376650361
1207,Brazil,1999,15-24 years,4.035,4.15672038428
1208,Brazil,1999,25-34 years,5.215,4.7395234381049995
1209,Brazil,1999,35+ years,8.110000000000001,5.822736660743334
1210,Brazil,2000,14- years,0.24,1.4747579547299998
1211,Brazil,2000,15-24 years,3.9699999999999998,4.23520181635
1212,Brazil,2000,25-34 years,5.195,4.8149798403199995
1213,Brazil,2000,35+ years,8.236666666666666,5.884690413893334
1214,Brazil,2001,14- years,0.315,1.5186266944100002
1215,Brazil,2001,15-24 years,4.695,4.247596173635
1216,Brazil,2001,25-34 years,5.869999999999999,4.814798110845
1217,Brazil,2001,35+ years,8.621666666666668,5.887394341153333
1218,Brazil,2002,14- years,0.315,1.5701695156800002
1219,Brazil,2002,15-24 years,4.605,4.255982002125
1220,Brazil,2002,25-34 years,5.91,4.8072526687499995
1221,Brazil,2002,35+ years,8.018333333333333,5.878839116329999
1222,Brazil,2003,14- years,0.30000000000000004,1.6198789537200002
1223,Brazil,2003,15-24 years,4.675,4.255900795814999
1224,Brazil,2003,25-34 years,5.795,4.79424346164
1225,Brazil,2003,35+ years,7.755,5.863699310706667
1226,Brazil,2004,14- years,0.30500000000000005,1.65926327862
1227,Brazil,2004,15-24 years,4.67,4.249448365605
1228,Brazil,2004,25-34 years,6.029999999999999,4.77449688
1229,Brazil,2004,35+ years,8.035,5.842288895916666
1230,Brazil,2005,14- years,0.305,1.68004325713
1231,Brazil,2005,15-24 years,4.595000000000001,4.23718255607
1232,Brazil,2005,25-34 years,5.945,4.751292313704999
1233,Brazil,2005,35+ years,8.651666666666667,5.81849547601
1234,Brazil,2006,14- years,0.36,1.68431597006
1235,Brazil,2006,15-24 years,4.675,4.162931027115
1236,Brazil,2006,25-34 years,5.9399999999999995,4.660269504405001
1237,Brazil,2006,35+ years,7.991666666666666,5.739445492983332
1238,Brazil,2007,14- years,0.33999999999999997,1.68134989143
1239,Brazil,2007,15-24 years,4.6,4.007236304485
1240,Brazil,2007,25-34 years,6.215,4.474500146475
1241,Brazil,2007,35+ years,8.228333333333333,5.5825701592433346
1242,Brazil,2008,14- years,0.3,1.67982793449
1243,Brazil,2008,15-24 years,4.985,3.8182795555449998
1244,Brazil,2008,25-34 years,6.295,4.25047898481
1245,Brazil,2008,35+ years,8.174999999999999,5.392561318943334
1246,Brazil,2009,14- years,0.33499999999999996,1.6764408162300002
1247,Brazil,2009,15-24 years,4.56,3.64421352302
1248,Brazil,2009,25-34 years,6.53,4.044654835885
1249,Brazil,2009,35+ years,7.919999999999999,5.2177039945166666
1250,Brazil,2010,14- years,0.305,1.68356267258
1251,Brazil,2010,15-24 years,4.699999999999999,3.537521403595
1252,Brazil,2010,25-34 years,6.5649999999999995,3.9159854639000002
1253,Brazil,2010,35+ years,8.264999999999999,5.10459341657
1254,Brazil,2011,14- years,0.32999999999999996,1.7023135377299998
1255,Brazil,2011,15-24 years,4.975,3.4813559128850002
1256,Brazil,2011,25-34 years,6.69,3.845997462285
1257,Brazil,2011,35+ years,8.069999999999999,5.040195876696667
1258,Brazil,2012,14- years,0.36,1.7392677718599998
1259,Brazil,2012,15-24 years,4.835,3.430770331215
1260,Brazil,2012,25-34 years,6.85,3.78118223269
1261,Brazil,2012,35+ years,8.393333333333334,4.980728048383334
1262,Brazil,2013,14- years,0.37,1.79116146409
1263,Brazil,2013,15-24 years,4.79,3.384467660765
1264,Brazil,2013,25-34 years,6.84,3.72281824398
1265,Brazil,2013,35+ years,8.235000000000001,4.925774984626666
1266,Brazil,2014,14- years,0.46,1.8561220717500002
1267,Brazil,2014,15-24 years,4.9399999999999995,3.343924614085
1268,Brazil,2014,25-34 years,6.935,3.6740961036649997
1269,Brazil,2014,35+ years,8.076666666666668,4.87580186034
1270,Brazil,2015,14- years,0.425,1.93269883679
1271,Brazil,2015,15-24 years,5.12,3.3104941600349997
1272,Brazil,2015,25-34 years,6.71,3.63294590742
1273,Brazil,2015,35+ years,8.823333333333336,4.832713553676666
1274,Bulgaria,1990,14- years,1.24,0.957948546077
1275,Bulgaria,1990,15-24 years,9.065,2.62609179867
1276,Bulgaria,1990,25-34 years,11.06,2.95904562682
1277,Bulgaria,1990,35+ years,35.61666666666667,4.781545996593334
1278,Bulgaria,1991,14- years,1.435,0.959360185131
1279,Bulgaria,1991,15-24 years,7.890000000000001,2.634463331285
1280,Bulgaria,1991,25-34 years,11.05,2.96896792744
1281,Bulgaria,1991,35+ years,38.031666666666666,4.794378129143333
1282,Bulgaria,1992,14- years,0.865,0.963915860343
1283,Bulgaria,1992,15-24 years,10.235,2.64141859805
1284,Bulgaria,1992,25-34 years,12.435,2.97726721763
1285,Bulgaria,1992,35+ years,43.92166666666666,4.799296551966667
1286,Bulgaria,1993,14- years,1.1400000000000001,0.962888360382
1287,Bulgaria,1993,15-24 years,10.54,2.645785032615
1288,Bulgaria,1993,25-34 years,14.585,2.97612033312
1289,Bulgaria,1993,35+ years,37.638333333333335,4.80452208387
1290,Bulgaria,1994,14- years,1.17,0.964906450938
1291,Bulgaria,1994,15-24 years,9.165,2.64703657565
1292,Bulgaria,1994,25-34 years,10.805,2.98370418035
1293,Bulgaria,1994,35+ years,41.01833333333334,4.807481795876668
1294,Bulgaria,1995,14- years,1.2,0.965519161149
1295,Bulgaria,1995,15-24 years,8.925,2.6470563638049995
1296,Bulgaria,1995,25-34 years,12.344999999999999,2.977891079765
1297,Bulgaria,1995,35+ years,38.818333333333335,4.81017739456
1298,Bulgaria,1996,14- years,1.3250000000000002,0.9644601813249999
1299,Bulgaria,1996,15-24 years,9.67,2.638833561515
1300,Bulgaria,1996,25-34 years,10.87,2.97398856163
1301,Bulgaria,1996,35+ years,42.078333333333326,4.798480717393334
1302,Bulgaria,1997,14- years,1.64,0.959742306171
1303,Bulgaria,1997,15-24 years,9.465,2.617986449375
1304,Bulgaria,1997,25-34 years,10.49,2.959276607215
1305,Bulgaria,1997,35+ years,38.861666666666665,4.776983112546667
1306,Bulgaria,1998,14- years,1.175,0.9530594805329999
1307,Bulgaria,1998,15-24 years,10.325,2.591790438605
1308,Bulgaria,1998,25-34 years,11.334999999999999,2.9337113269949997
1309,Bulgaria,1998,35+ years,43.156666666666666,4.74417280713
1310,Bulgaria,1999,14- years,1.015,0.943718975438
1311,Bulgaria,1999,15-24 years,7.705,2.56546839634
1312,Bulgaria,1999,25-34 years,10.14,2.912933248705
1313,Bulgaria,1999,35+ years,35.49833333333333,4.70621848691
1314,Bulgaria,2000,14- years,0.52,0.9387169137829999
1315,Bulgaria,2000,15-24 years,6.195,2.5416008970500004
1316,Bulgaria,2000,25-34 years,11.925,2.893278348545
1317,Bulgaria,2000,35+ years,36.989999999999995,4.674632385696667
1318,Bulgaria,2001,14- years,0.91,0.935046054297
1319,Bulgaria,2001,15-24 years,7.845000000000001,2.5123812458300003
1320,Bulgaria,2001,25-34 years,10.685,2.87638627859
1321,Bulgaria,2001,35+ years,34.29,4.64758695667
1322,Bulgaria,2002,14- years,1.0699999999999998,0.933692782113
1323,Bulgaria,2002,15-24 years,6.6899999999999995,2.479044662175
1324,Bulgaria,2002,25-34 years,10.510000000000002,2.8461805826399997
1325,Bulgaria,2002,35+ years,35.135,4.6091402490233335
1326,Bulgaria,2003,14- years,1.51,0.9282916387029999
1327,Bulgaria,2003,15-24 years,5.6450000000000005,2.4451322223450003
1328,Bulgaria,2003,25-34 years,7.96,2.818429205
1329,Bulgaria,2003,35+ years,29.570000000000004,4.567937450593334
1330,Bulgaria,2004,14- years,1.055,0.9238642115360001
1331,Bulgaria,2004,15-24 years,4.795,2.4169384854400002
1332,Bulgaria,2004,25-34 years,7.585,2.78819460881
1333,Bulgaria,2004,35+ years,26.208333333333332,4.528214837229999
1334,Bulgaria,2005,14- years,0.8300000000000001,0.921677650617
1335,Bulgaria,2005,15-24 years,5.55,2.3923538894
1336,Bulgaria,2005,25-34 years,8.385,2.7639295544499998
1337,Bulgaria,2005,35+ years,24.755,4.497766758663333
1338,Bulgaria,2006,14- years,0.56,0.9199445849
1339,Bulgaria,2006,15-24 years,5.325,2.37616258871
1340,Bulgaria,2006,25-34 years,8.295,2.7356284462850002
1341,Bulgaria,2006,35+ years,26.361666666666665,4.473059939523334
1342,Bulgaria,2007,14- years,0.755,0.918975727367
1343,Bulgaria,2007,15-24 years,4.675,2.3578926173099997
1344,Bulgaria,2007,25-34 years,6.06,2.704245053315
1345,Bulgaria,2007,35+ years,25.131666666666664,4.4468530492400005
1346,Bulgaria,2008,14- years,0.3,0.919139360281
1347,Bulgaria,2008,15-24 years,5.805,2.34581355575
1348,Bulgaria,2008,25-34 years,7.045,2.674927851825
1349,Bulgaria,2008,35+ years,24.006666666666664,4.427668881223333
1350,Bulgaria,2009,14- years,0.15,0.918212680987
1351,Bulgaria,2009,15-24 years,3.9450000000000003,2.33054698126
1352,Bulgaria,2009,25-34 years,6.395,2.6528991139049998
1353,Bulgaria,2009,35+ years,22.24,4.411095241543333
1354,Bulgaria,2010,14- years,0.15,0.918122693955
1355,Bulgaria,2010,15-24 years,4.6450000000000005,2.32316385058
1356,Bulgaria,2010,25-34 years,6.055,2.6407893544050003
1357,Bulgaria,2010,35+ years,22.758333333333336,4.40244086098
1358,Bulgaria,2011,14- years,0.3,0.914917903474
1359,Bulgaria,2011,15-24 years,5.375,2.317437639965
1360,Bulgaria,2011,25-34 years,6.119999999999999,2.636574534375
1361,Bulgaria,2011,35+ years,18.321666666666665,4.39626723779
1362,Bulgaria,2012,14- years,0.15,0.919427210722
1363,Bulgaria,2012,15-24 years,7.145,2.31417582896
1364,Bulgaria,2012,25-34 years,7.3,2.6337949976050004
1365,Bulgaria,2012,35+ years,22.496666666666666,4.390806766060001
1366,Bulgaria,2013,14- years,0.31,0.9176274939139999
1367,Bulgaria,2013,15-24 years,4.819999999999999,2.3081765923299997
1368,Bulgaria,2013,25-34 years,6.7,2.63511790818
1369,Bulgaria,2013,35+ years,18.416666666666668,4.390157750693333
1370,Bulgaria,2014,14- years,0.295,0.918983801506
1371,Bulgaria,2014,15-24 years,5.055000000000001,2.30573024162
1372,Bulgaria,2014,25-34 years,5.995,2.636859832535
1373,Bulgaria,2014,35+ years,19.513333333333332,4.388302199896667
1374,Canada,1990,14- years,0.8049999999999999,1.9415785860900003
1375,Canada,1990,15-24 years,14.77,5.214073134155001
1376,Canada,1990,25-34 years,18.04,5.589486672924999
1377,Canada,1990,35+ years,16.298333333333332,4.63190110749
1378,Canada,1991,14- years,0.76,1.9725219455400003
1379,Canada,1991,15-24 years,15.88,5.2502134709499995
1380,Canada,1991,25-34 years,18.35,5.573627884915
1381,Canada,1991,35+ years,16.3,4.62836061602
1382,Canada,1992,14- years,0.86,1.99832676489
1383,Canada,1992,15-24 years,15.36,5.2779887010149995
1384,Canada,1992,25-34 years,17.525000000000002,5.564129539225
1385,Canada,1992,35+ years,16.018333333333334,4.627249609170001
1386,Canada,1993,14- years,1.1400000000000001,2.01943240899
1387,Canada,1993,15-24 years,14.225,5.30029196896
1388,Canada,1993,25-34 years,16.955,5.55604171133
1389,Canada,1993,35+ years,16.563333333333333,4.62548016837
1390,Canada,1994,14- years,1.225,2.03697838333
1391,Canada,1994,15-24 years,15.01,5.319226226615001
1392,Canada,1994,25-34 years,15.350000000000001,5.549306640135
1393,Canada,1994,35+ years,16.456666666666663,4.624291526113333
1394,Canada,1995,14- years,1.0750000000000002,2.0449704411400003
1395,Canada,1995,15-24 years,14.795,5.33509442448
1396,Canada,1995,25-34 years,17.845,5.538291231360001
1397,Canada,1995,35+ years,16.015,4.624526705273333
1398,Canada,1996,14- years,1.0050000000000001,2.0510484705
1399,Canada,1996,15-24 years,14.215,5.3431250661
1400,Canada,1996,25-34 years,16.045,5.531147374855
1401,Canada,1996,35+ years,16.726666666666667,4.62565568907
1402,Canada,1997,14- years,1.24,2.05271726949
1403,Canada,1997,15-24 years,13.445,5.35356856634
1404,Canada,1997,25-34 years,14.280000000000001,5.5233848107700005
1405,Canada,1997,35+ years,15.583333333333334,4.629910937376667
1406,Canada,1998,14- years,1.115,2.05647789375
1407,Canada,1998,15-24 years,13.565,5.362357891729999
1408,Canada,1998,25-34 years,15.295,5.515536252215
1409,Canada,1998,35+ years,15.028333333333334,4.632697377593333
1410,Canada,1999,14- years,0.77,2.06211156
1411,Canada,1999,15-24 years,13.309999999999999,5.365729116584999
1412,Canada,1999,25-34 years,16.294999999999998,5.502327305305
1413,Canada,1999,35+ years,16.281666666666666,4.636764870376667
1414,Canada,2000,14- years,1.115,2.06375445699
1415,Canada,2000,15-24 years,12.844999999999999,5.361350300655
1416,Canada,2000,25-34 years,13.6,5.487368449365
1417,Canada,2000,35+ years,13.979999999999999,4.6329900221800004
1418,Canada,2001,14- years,0.66,2.06011421384
1419,Canada,2001,15-24 years,11.73,5.34746830806
1420,Canada,2001,25-34 years,14.129999999999999,5.45788035614
1421,Canada,2001,35+ years,14.065000000000003,4.61127022115
1422,Canada,2002,14- years,0.855,2.04742087816
1423,Canada,2002,15-24 years,11.345,5.308913212385
1424,Canada,2002,25-34 years,13.514999999999999,5.40324554741
1425,Canada,2002,35+ years,14.383333333333335,4.56975394714
1426,Canada,2003,14- years,0.655,2.03760475566
1427,Canada,2003,15-24 years,11.935,5.26051595054
1428,Canada,2003,25-34 years,12.31,5.341215609144999
1429,Canada,2003,35+ years,14.578333333333333,4.518054612353333
1430,Canada,2004,14- years,0.69,2.0261574342400004
1431,Canada,2004,15-24 years,10.87,5.21853973793
1432,Canada,2004,25-34 years,13.365,5.28790751099
1433,Canada,2004,35+ years,13.635,4.470772273443333
1434,Canada,2005,14- years,1.105,2.0228950001299997
1435,Canada,2005,15-24 years,11.455,5.1924842750749995
1436,Canada,2005,25-34 years,11.475,5.257955526009999
1437,Canada,2005,35+ years,14.295000000000002,4.4388922214
1438,Canada,2006,14- years,0.7949999999999999,2.0208547727
1439,Canada,2006,15-24 years,9.21,5.17369902503
1440,Canada,2006,25-34 years,10.86,5.2420090236400005
1441,Canada,2006,35+ years,14.116666666666665,4.4185347360766665
1442,Canada,2007,14- years,0.8500000000000001,2.01495765879
1443,Canada,2007,15-24 years,10.375,5.163723458490001
1444,Canada,2007,25-34 years,11.53,5.226410882475
1445,Canada,2007,35+ years,13.656666666666666,4.394432604623334
1446,Canada,2008,14- years,0.6499999999999999,2.0159949244499997
1447,Canada,2008,15-24 years,10.015,5.16104216125
1448,Canada,2008,25-34 years,11.260000000000002,5.21554952897
1449,Canada,2008,35+ years,13.956666666666669,4.37309239614
1450,Canada,2009,14- years,0.66,2.01406529086
1451,Canada,2009,15-24 years,10.315,5.146936217555
1452,Canada,2009,25-34 years,11.99,5.209291258835
1453,Canada,2009,35+ years,14.123333333333333,4.357396003453334
1454,Canada,2010,14- years,0.85,2.0096210183200003
1455,Canada,2010,15-24 years,10.43,5.14579052013
1456,Canada,2010,25-34 years,11.935,5.203479511245
1457,Canada,2010,35+ years,14.373333333333333,4.350708454843334
1458,Canada,2011,14- years,0.835,2.0115610185099997
1459,Canada,2011,15-24 years,10.725,5.14955819073
1460,Canada,2011,25-34 years,11.364999999999998,5.20556096726
1461,Canada,2011,35+ years,13.195,4.3505151567133336
1462,Canada,2012,14- years,0.9099999999999999,2.01743081947
1463,Canada,2012,15-24 years,11.11,5.15857486978
1464,Canada,2012,25-34 years,11.3,5.21303018255
1465,Canada,2012,35+ years,13.54,4.351917104506667
1466,Canada,2013,14- years,0.9400000000000001,2.0191345094
1467,Canada,2013,15-24 years,9.399999999999999,5.172603955355
1468,Canada,2013,25-34 years,11.71,5.22521317141
1469,Canada,2013,35+ years,14.831666666666665,4.355897172086666
1470,Chile,1990,14- years,0.475,2.10627378507
1471,Chile,1990,15-24 years,6.27,5.726731487485
1472,Chile,1990,25-34 years,7.5,5.669142017335
1473,Chile,1990,35+ years,10.561666666666667,5.426689267066666
1474,Chile,1991,14- years,0.47500000000000003,2.1089373782100003
1475,Chile,1991,15-24 years,7.105,5.729363280285
1476,Chile,1991,25-34 years,7.3100000000000005,5.66579639312
1477,Chile,1991,35+ years,11.508333333333333,5.4185348808433345
1478,Chile,1992,14- years,0.35,2.11423398355
1479,Chile,1992,15-24 years,4.965,5.72093569127
1480,Chile,1992,25-34 years,7.7250000000000005,5.640952498075
1481,Chile,1992,35+ years,8.8,5.404372877346667
1482,Chile,1993,14- years,0.45,2.12357027911
1483,Chile,1993,15-24 years,5.845,5.722081805805001
1484,Chile,1993,25-34 years,7.18,5.6208314398549994
1485,Chile,1993,35+ years,12.705,5.389695114826666
1486,Chile,1994,14- years,0.22499999999999998,2.12529599406
1487,Chile,1994,15-24 years,6.21,5.711897434500001
1488,Chile,1994,25-34 years,8.584999999999999,5.606016697639999
1489,Chile,1994,35+ years,10.883333333333333,5.369931452496666
1490,Chile,1995,14- years,0.51,2.12745994446
1491,Chile,1995,15-24 years,7.27,5.7023051823549995
1492,Chile,1995,25-34 years,8.59,5.584741042655001
1493,Chile,1995,35+ years,12.695,5.348574983863333
1494,Chile,1996,14- years,0.395,2.13400031468
1495,Chile,1996,15-24 years,7.945,5.69548182836
1496,Chile,1996,25-34 years,7.9,5.55617782024
1497,Chile,1996,35+ years,10.538333333333332,5.3247706639466665
1498,Chile,1997,14- years,0.355,2.1365535464099996
1499,Chile,1997,15-24 years,7.775,5.67465006926
1500,Chile,1997,25-34 years,8.290000000000001,5.5299600213649995
1501,Chile,1997,35+ years,11.214999999999998,5.288940766686667
1502,Chile,1998,14- years,0.28500000000000003,2.14039957916
1503,Chile,1998,15-24 years,7.49,5.653342430345
1504,Chile,1998,25-34 years,9.49,5.5005837485099995
1505,Chile,1998,35+ years,12.54,5.251606139933333
1506,Chile,1999,14- years,0.14,2.1453206812400003
1507,Chile,1999,15-24 years,6.765,5.635562792155001
1508,Chile,1999,25-34 years,10.155,5.468897258955
1509,Chile,1999,35+ years,12.956666666666665,5.214116486913333
1510,Chile,2000,14- years,0.495,2.1467976227100003
1511,Chile,2000,15-24 years,10.325,5.6221148974799995
1512,Chile,2000,25-34 years,13.66,5.4548375101549995
1513,Chile,2000,35+ years,16.703333333333333,5.1842370682366665
1514,Chile,2001,14- years,0.78,2.14692437773
1515,Chile,2001,15-24 years,12.080000000000002,5.629775063204999
1516,Chile,2001,25-34 years,13.97,5.44087418493
1517,Chile,2001,35+ years,15.653333333333334,5.15911616321
1518,Chile,2002,14- years,0.78,2.1553547897
1519,Chile,2002,15-24 years,10.93,5.624843062845001
1520,Chile,2002,25-34 years,13.695,5.425542100615
1521,Chile,2002,35+ years,16.411666666666665,5.1360269080366665
1522,Chile,2003,14- years,0.855,2.1639962606600003
1523,Chile,2003,15-24 years,10.71,5.63036359773
1524,Chile,2003,25-34 years,14.434999999999999,5.414576406865001
1525,Chile,2003,35+ years,16.923333333333332,5.1094175142400005
1526,Chile,2004,14- years,0.72,2.17354538787
1527,Chile,2004,15-24 years,12.99,5.62882337492
1528,Chile,2004,25-34 years,15.375,5.39716080088
1529,Chile,2004,35+ years,16.253333333333334,5.083796632876667
1530,Chile,2005,14- years,1.4649999999999999,2.17740547211
1531,Chile,2005,15-24 years,11.844999999999999,5.622198854764999
1532,Chile,2005,25-34 years,13.239999999999998,5.38873444738
1533,Chile,2005,35+ years,15.721666666666664,5.053638142486666
1534,Chile,2006,14- years,0.955,2.17269450744
1535,Chile,2006,15-24 years,11.81,5.5942022077499995
1536,Chile,2006,25-34 years,13.525,5.335396443594999
1537,Chile,2006,35+ years,17.080000000000002,5.010007723206667
1538,Chile,2007,14- years,1.045,2.1720937952900004
1539,Chile,2007,15-24 years,13.885,5.531520490185001
1540,Chile,2007,25-34 years,15.405000000000001,5.25973807201
1541,Chile,2007,35+ years,15.041666666666664,4.950818025536667
1542,Chile,2008,14- years,1.145,2.16646106056
1543,Chile,2008,15-24 years,15.48,5.457352121905
1544,Chile,2008,25-34 years,16.925,5.175951599315
1545,Chile,2008,35+ years,16.79666666666667,4.894026891193334
1546,Chile,2009,14- years,0.9949999999999999,2.16295767674
1547,Chile,2009,15-24 years,15.125,5.39846851854
1548,Chile,2009,25-34 years,17.63,5.10819009026
1549,Chile,2009,35+ years,17.799999999999997,4.849480993359999
1550,Chile,2010,14- years,1.08,2.1586329280500003
1551,Chile,2010,15-24 years,14.149999999999999,5.370152828625
1552,Chile,2010,25-34 years,15.0,5.075480829195
1553,Chile,2010,35+ years,17.07,4.829239661923332
1554,Chile,2011,14- years,0.94,2.1590457153
1555,Chile,2011,15-24 years,13.309999999999999,5.371001152890001
1556,Chile,2011,25-34 years,15.23,5.07572481545
1557,Chile,2011,35+ years,16.98,4.82986331903
1558,Chile,2012,14- years,0.5900000000000001,2.16047468762
1559,Chile,2012,15-24 years,10.675,5.37504343512
1560,Chile,2012,25-34 years,14.350000000000001,5.078788364315001
1561,Chile,2012,35+ years,16.19666666666667,4.832376977293333
1562,Chile,2013,14- years,0.79,2.1711366092200004
1563,Chile,2013,15-24 years,10.045,5.373898318785001
1564,Chile,2013,25-34 years,12.930000000000001,5.075749868575
1565,Chile,2013,35+ years,14.498333333333333,4.8336071660533335
1566,Chile,2014,14- years,0.835,2.1679114574900002
1567,Chile,2014,15-24 years,10.549999999999999,5.3812997492250005
1568,Chile,2014,25-34 years,12.67,5.08086236314
1569,Chile,2014,35+ years,14.876666666666667,4.840141367456667
1570,Chile,2015,14- years,0.885,2.1699056519
1571,Chile,2015,15-24 years,10.375,5.38242539896
1572,Chile,2015,25-34 years,12.945,5.08831219111
1573,Chile,2015,35+ years,16.544999999999998,4.845744912403333
1574,Colombia,1990,14- years,0.235,0.8606612866150001
1575,Colombia,1990,15-24 years,4.4399999999999995,2.27764363344
1576,Colombia,1990,25-34 years,3.75,2.6340878673750003
1577,Colombia,1990,35+ years,4.430000000000001,3.4482029425166663
1578,Colombia,1991,14- years,0.39499999999999996,0.8684508629779999
1579,Colombia,1991,15-24 years,5.345,2.323123484275
1580,Colombia,1991,25-34 years,4.57,2.649704491485
1581,Colombia,1991,35+ years,3.8250000000000006,3.459183056556667
1582,Colombia,1992,14- years,0.44,0.8802953489669999
1583,Colombia,1992,15-24 years,5.725,2.3653082115800004
1584,Colombia,1992,25-34 years,5.18,2.660600554425
1585,Colombia,1992,35+ years,4.464999999999999,3.4717709857033334
1586,Colombia,1993,14- years,0.37,0.8850567070890001
1587,Colombia,1993,15-24 years,5.645,2.4031367802099997
1588,Colombia,1993,25-34 years,4.605,2.67481673361
1589,Colombia,1993,35+ years,4.665,3.4823105213833334
1590,Colombia,1994,14- years,0.33999999999999997,0.891148542379
1591,Colombia,1994,15-24 years,6.5600000000000005,2.441393034915
1592,Colombia,1994,25-34 years,4.92,2.68560497015
1593,Colombia,1994,35+ years,5.384999999999999,3.493078558846666
1594,Colombia,1995,14- years,0.295,0.899487078328
1595,Colombia,1995,15-24 years,5.315,2.47467247957
1596,Colombia,1995,25-34 years,4.76,2.70244771673
1597,Colombia,1995,35+ years,4.816666666666666,3.5050737360233337
1598,Colombia,1996,14- years,0.44499999999999995,0.90175080213
1599,Colombia,1996,15-24 years,5.55,2.50825135825
1600,Colombia,1996,25-34 years,4.325,2.71732239333
1601,Colombia,1996,35+ years,5.421666666666667,3.5168801467499997
1602,Colombia,1997,14- years,0.425,0.904859735133
1603,Colombia,1997,15-24 years,5.745,2.54256390674
1604,Colombia,1997,25-34 years,4.73,2.742282796035
1605,Colombia,1997,35+ years,5.161666666666666,3.533082208636667
1606,Colombia,1998,14- years,0.97,0.909488234984
1607,Colombia,1998,15-24 years,9.84,2.56557354911
1608,Colombia,1998,25-34 years,7.540000000000001,2.7661675653449995
1609,Colombia,1998,35+ years,7.496666666666667,3.5531393954200006
1610,Colombia,1999,14- years,0.9450000000000001,0.913069656913
1611,Colombia,1999,15-24 years,9.545,2.591067407035
1612,Colombia,1999,25-34 years,7.699999999999999,2.7895131673150004
1613,Colombia,1999,35+ years,7.953333333333332,3.5715771193433334
1614,Colombia,2000,14- years,1.095,0.915235154779
1615,Colombia,2000,15-24 years,11.205,2.613461009445
1616,Colombia,2000,25-34 years,8.025,2.807529436635
1617,Colombia,2000,35+ years,8.188333333333334,3.5816744645999994
1618,Colombia,2001,14- years,0.935,0.913915797501
1619,Colombia,2001,15-24 years,11.215,2.634265357085
1620,Colombia,2001,25-34 years,8.129999999999999,2.8239851863500003
1621,Colombia,2001,35+ years,7.951666666666667,3.5944882854133335
1622,Colombia,2002,14- years,1.37,0.921291010193
1623,Colombia,2002,15-24 years,10.855,2.647125125665
1624,Colombia,2002,25-34 years,8.22,2.84014081955
1625,Colombia,2002,35+ years,6.748333333333334,3.600091137886667
1626,Colombia,2003,14- years,0.98,0.916768094393
1627,Colombia,2003,15-24 years,9.82,2.66657411085
1628,Colombia,2003,25-34 years,7.654999999999999,2.8582447208049997
1629,Colombia,2003,35+ years,7.156666666666667,3.6083725144966667
1630,Colombia,2004,14- years,1.145,0.919924121269
1631,Colombia,2004,15-24 years,9.265,2.67718739443
1632,Colombia,2004,25-34 years,7.16,2.8679268152899997
1633,Colombia,2004,35+ years,8.185,3.6141973127900004
1634,Colombia,2005,14- years,0.9450000000000001,0.921931679283
1635,Colombia,2005,15-24 years,8.879999999999999,2.6824947589150003
1636,Colombia,2005,25-34 years,6.445,2.87245748957
1637,Colombia,2005,35+ years,7.05,3.61503729301
1638,Colombia,2006,14- years,1.03,0.912545064343
1639,Colombia,2006,15-24 years,8.545,2.656783081295
1640,Colombia,2006,25-34 years,7.185,2.8460224769150004
1641,Colombia,2006,35+ years,7.4816666666666665,3.5909020375833323
1642,Colombia,2007,14- years,0.925,0.893094508234
1643,Colombia,2007,15-24 years,8.315,2.5813680203000002
1644,Colombia,2007,25-34 years,7.2,2.776277979175
1645,Colombia,2007,35+ years,6.8950000000000005,3.5361951695500005
1646,Colombia,2008,14- years,1.09,0.8665286935619999
1647,Colombia,2008,15-24 years,8.1,2.48909121434
1648,Colombia,2008,25-34 years,6.869999999999999,2.68958700807
1649,Colombia,2008,35+ years,7.016666666666667,3.465672789876667
1650,Colombia,2009,14- years,1.04,0.8439794538300001
1651,Colombia,2009,15-24 years,8.120000000000001,2.3993697652100003
1652,Colombia,2009,25-34 years,6.6850000000000005,2.612899177395
1653,Colombia,2009,35+ years,7.023333333333333,3.40471645149
1654,Colombia,2010,14- years,0.975,0.8310995444239999
1655,Colombia,2010,15-24 years,7.865,2.3479758158650004
1656,Colombia,2010,25-34 years,6.784999999999999,2.5659148785349997
